<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
MSFT.US,D,19860513,000000,0.08041,0.08041,0.08041,0.08041,5311190,0
MSFT.US,D,19860514,000000,0.08041,0.08041,0.08041,0.08041,12898605,0
MSFT.US,D,19860515,000000,0.08041,0.08041,0.08041,0.08041,5271256,0
MSFT.US,D,19860516,000000,0.08041,0.08041,0.08041,0.08041,16572510,0
MSFT.US,D,19860519,000000,0.08041,0.08041,0.08041,0.08041,15254697,0
MSFT.US,D,19860520,000000,0.08041,0.08041,0.08041,0.08041,85937449,0
MSFT.US,D,19860521,000000,0.08041,0.08041,0.08041,0.08041,11221390,0
MSFT.US,D,19860522,000000,0.08041,0.08041,0.08041,0.08041,6109864,0
MSFT.US,D,19860523,000000,0.08041,0.08041,0.08041,0.08041,5670591,0
MSFT.US,D,19860527,000000,0.08041,0.08041,0.08041,0.08041,19248069,0
MSFT.US,D,19860528,000000,0.08041,0.08041,0.08041,0.08041,21524300,0
MSFT.US,D,19860529,000000,0.08041,0.0884,0.08041,0.0884,63334943,0
MSFT.US,D,19860530,000000,0.0884,0.0884,0.0884,0.0884,37537730,0
MSFT.US,D,19860602,000000,0.0884,0.0884,0.0884,0.0884,27354628,0
MSFT.US,D,19860603,000000,0.0884,0.0884,0.08041,0.0884,6948474,0
MSFT.US,D,19860604,000000,0.0884,0.0884,0.08041,0.0884,6549137,0
MSFT.US,D,19860605,000000,0.0884,0.0884,0.08041,0.0884,19008472,0
MSFT.US,D,19860606,000000,0.0884,0.0884,0.0884,0.0884,4752115,0
MSFT.US,D,19860609,000000,0.0884,0.0884,0.08041,0.08041,17570853,0
MSFT.US,D,19860610,000000,0.08041,0.08041,0.08041,0.08041,4752115,0
MSFT.US,D,19860611,000000,0.08041,0.08041,0.08041,0.08041,3194701,0
MSFT.US,D,19860612,000000,0.08041,0.08041,0.08041,0.08041,19008472,0
MSFT.US,D,19860613,000000,0.08041,0.08041,0.08041,0.08041,10941850,0
MSFT.US,D,19860616,000000,0.08041,0.08041,0.08041,0.08041,13297942,0
MSFT.US,D,19860617,000000,0.08041,0.08041,0.08041,0.08041,18129923,0
MSFT.US,D,19860618,000000,0.08041,0.08041,0.08041,0.08041,6029999,0
MSFT.US,D,19860619,000000,0.08041,0.08041,0.08041,0.08041,11740524,0
MSFT.US,D,19860620,000000,0.08041,0.08041,0.08041,0.08041,5271256,0
MSFT.US,D,19860623,000000,0.08041,0.08041,0.08041,0.08041,64053751,0
MSFT.US,D,19860624,000000,0.08041,0.08041,0.08041,0.08041,20206481,0
MSFT.US,D,19860625,000000,0.08041,0.08041,0.08041,0.08041,21124960,0
MSFT.US,D,19860626,000000,0.08041,0.08041,0.07221,0.07221,26555949,0
MSFT.US,D,19860627,000000,0.07221,0.07221,0.07221,0.07221,14416088,0
MSFT.US,D,19860630,000000,0.07221,0.08041,0.07221,0.08041,86456583,0
MSFT.US,D,19860701,000000,0.08041,0.08041,0.08041,0.08041,65970569,0
MSFT.US,D,19860702,000000,0.08041,0.08041,0.08041,0.08041,72958972,0
MSFT.US,D,19860703,000000,0.08041,0.08041,0.08041,0.08041,19607477,0
MSFT.US,D,19860707,000000,0.08041,0.08041,0.07221,0.07221,19487672,0
MSFT.US,D,19860708,000000,0.07221,0.07221,0.07221,0.07221,19767212,0
MSFT.US,D,19860709,000000,0.07221,0.07221,0.07221,0.07221,63973881,0
MSFT.US,D,19860710,000000,0.07221,0.07221,0.06441,0.06441,65012158,0
MSFT.US,D,19860711,000000,0.06441,0.07221,0.06441,0.07221,24119993,0
MSFT.US,D,19860714,000000,0.06441,0.07221,0.06441,0.07221,39654224,0
MSFT.US,D,19860715,000000,0.07221,0.07221,0.06441,0.07221,18289662,0
MSFT.US,D,19860716,000000,0.07221,0.07221,0.07221,0.07221,12978471,0
MSFT.US,D,19860717,000000,0.07221,0.07221,0.07221,0.07221,9624035,0
MSFT.US,D,19860718,000000,0.07221,0.07221,0.07221,0.07221,17091649,0
MSFT.US,D,19860721,000000,0.07221,0.07221,0.07221,0.07221,4871921,0
MSFT.US,D,19860722,000000,0.07221,0.08041,0.07221,0.08041,14575824,0
MSFT.US,D,19860723,000000,0.08041,0.08041,0.07221,0.07221,28832173,0
MSFT.US,D,19860724,000000,0.08041,0.08041,0.08041,0.08041,19607477,0
MSFT.US,D,19860725,000000,0.08041,0.08041,0.08041,0.08041,28352966,0
MSFT.US,D,19860728,000000,0.08041,0.08041,0.08041,0.08041,16372840,0
MSFT.US,D,19860729,000000,0.08041,0.08041,0.07221,0.07221,19487672,0
MSFT.US,D,19860730,000000,0.07221,0.07221,0.07221,0.07221,36619259,0
MSFT.US,D,19860731,000000,0.07221,0.07221,0.07221,0.07221,21684032,0
MSFT.US,D,19860801,000000,0.07221,0.07221,0.07221,0.07221,17890322,0
MSFT.US,D,19860804,000000,0.07221,0.07221,0.07221,0.07221,17251385,0
MSFT.US,D,19860805,000000,0.07221,0.07221,0.07221,0.07221,3913509,0
MSFT.US,D,19860806,000000,0.07221,0.07221,0.06441,0.07221,25397873,0
MSFT.US,D,19860807,000000,0.07221,0.07221,0.06441,0.07221,5071586,0
MSFT.US,D,19860808,000000,0.07221,0.07221,0.07221,0.07221,5750461,0
MSFT.US,D,19860811,000000,0.07221,0.07221,0.07221,0.07221,11021718,0
MSFT.US,D,19860812,000000,0.07221,0.07221,0.07221,0.07221,13857014,0
MSFT.US,D,19860813,000000,0.07221,0.07221,0.07221,0.07221,9544168,0
MSFT.US,D,19860814,000000,0.07221,0.08041,0.07221,0.08041,27913697,0
MSFT.US,D,19860815,000000,0.08041,0.08041,0.07221,0.08041,8465959,0
MSFT.US,D,19860818,000000,0.08041,0.08041,0.07221,0.07221,17730590,0
MSFT.US,D,19860819,000000,0.07221,0.07221,0.07221,0.07221,28273104,0
MSFT.US,D,19860820,000000,0.07221,0.07221,0.07221,0.07221,28792239,0
MSFT.US,D,19860821,000000,0.07221,0.08041,0.07221,0.07221,68686061,0
MSFT.US,D,19860822,000000,0.07221,0.07221,0.07221,0.07221,7986753,0
MSFT.US,D,19860825,000000,0.07221,0.07221,0.07221,0.07221,3354434,0
MSFT.US,D,19860826,000000,0.07221,0.07221,0.07221,0.07221,15055027,0
MSFT.US,D,19860827,000000,0.07221,0.07221,0.07221,0.07221,13218078,0
MSFT.US,D,19860828,000000,0.07221,0.07221,0.07221,0.07221,4752115,0
MSFT.US,D,19860829,000000,0.07221,0.07221,0.07221,0.07221,35261511,0
MSFT.US,D,19860902,000000,0.07221,0.07221,0.07221,0.07221,7228009,0
MSFT.US,D,19860903,000000,0.07221,0.07221,0.06441,0.06441,25397873,0
MSFT.US,D,19860904,000000,0.07221,0.07221,0.07221,0.07221,54669312,0
MSFT.US,D,19860905,000000,0.07221,0.08041,0.07221,0.08041,36539385,0
MSFT.US,D,19860908,000000,0.08041,0.08041,0.07221,0.07221,13337877,0
MSFT.US,D,19860909,000000,0.07221,0.08041,0.07221,0.08041,52033685,0
MSFT.US,D,19860910,000000,0.08041,0.08041,0.07221,0.07221,15094961,0
MSFT.US,D,19860911,000000,0.07221,0.08041,0.07221,0.07221,49437990,0
MSFT.US,D,19860912,000000,0.07221,0.07221,0.07221,0.07221,33903762,0
MSFT.US,D,19860915,000000,0.07221,0.07221,0.07221,0.07221,31188263,0
MSFT.US,D,19860916,000000,0.07221,0.07221,0.07221,0.07221,7188075,0
MSFT.US,D,19860917,000000,0.07221,0.07221,0.07221,0.07221,11141520,0
MSFT.US,D,19860918,000000,0.07221,0.07221,0.07221,0.07221,7427680,0
MSFT.US,D,19860919,000000,0.07221,0.07221,0.07221,0.07221,3474236,0
MSFT.US,D,19860922,000000,0.07221,0.07221,0.07221,0.07221,6229670,0
MSFT.US,D,19860923,000000,0.07221,0.07221,0.07221,0.07221,8266284,0
MSFT.US,D,19860924,000000,0.07221,0.07221,0.07221,0.07221,6629003,0
MSFT.US,D,19860925,000000,0.07221,0.07221,0.07221,0.07221,7148140,0
MSFT.US,D,19860926,000000,0.07221,0.07221,0.07221,0.07221,3234635,0
MSFT.US,D,19860929,000000,0.07221,0.07221,0.07221,0.07221,8585760,0
MSFT.US,D,19860930,000000,0.07221,0.07221,0.07221,0.07221,7188075,0
MSFT.US,D,19861001,000000,0.07221,0.07221,0.07221,0.07221,44965409,0
MSFT.US,D,19861002,000000,0.07221,0.07221,0.07221,0.07221,31507739,0
MSFT.US,D,19861003,000000,0.07221,0.07221,0.07221,0.07221,20406149,0
MSFT.US,D,19861006,000000,0.07221,0.08041,0.07221,0.08041,118323729,0
MSFT.US,D,19861007,000000,0.08041,0.08041,0.08041,0.08041,82902484,0
MSFT.US,D,19861008,000000,0.08041,0.08041,0.08041,0.08041,165844899,0
MSFT.US,D,19861009,000000,0.08041,0.0884,0.08041,0.08041,128347102,0
MSFT.US,D,19861010,000000,0.08041,0.0884,0.08041,0.0884,106423470,0
MSFT.US,D,19861013,000000,0.0884,0.0884,0.08041,0.08041,37617600,0
MSFT.US,D,19861014,000000,0.08041,0.0884,0.08041,0.08041,17850391,0
MSFT.US,D,19861015,000000,0.08041,0.0884,0.08041,0.0884,88093877,0
MSFT.US,D,19861016,000000,0.0884,0.0884,0.0884,0.0884,30309724,0
MSFT.US,D,19861017,000000,0.0884,0.0884,0.0884,0.0884,172553776,0
MSFT.US,D,19861020,000000,0.0884,0.0884,0.0884,0.0884,60379844,0
MSFT.US,D,19861021,000000,0.0884,0.09643,0.0884,0.09643,155821522,0
MSFT.US,D,19861022,000000,0.09643,0.09643,0.09643,0.09643,75674476,0
MSFT.US,D,19861023,000000,0.09643,0.09643,0.09643,0.09643,97677975,0
MSFT.US,D,19861024,000000,0.09643,0.09643,0.0884,0.09643,140566833,0
MSFT.US,D,19861027,000000,0.09643,0.09643,0.09643,0.09643,174230991,0
MSFT.US,D,19861028,000000,0.09643,0.10455,0.09643,0.09643,197791900,0
MSFT.US,D,19861029,000000,0.09643,0.09643,0.09643,0.09643,73797587,0
MSFT.US,D,19861030,000000,0.09643,0.09643,0.09643,0.09643,61537922,0
MSFT.US,D,19861031,000000,0.09643,0.09643,0.09643,0.09643,88373407,0
MSFT.US,D,19861103,000000,0.09643,0.09643,0.09643,0.09643,58502958,0
MSFT.US,D,19861104,000000,0.09643,0.10455,0.09643,0.10455,75434876,0
MSFT.US,D,19861105,000000,0.10455,0.11252,0.10455,0.11252,62536271,0
MSFT.US,D,19861106,000000,0.11252,0.11252,0.10455,0.11252,100633066,0
MSFT.US,D,19861107,000000,0.11252,0.11252,0.11252,0.11252,61458056,0
MSFT.US,D,19861110,000000,0.11252,0.11252,0.10455,0.10455,39774024,0
MSFT.US,D,19861111,000000,0.10455,0.10455,0.10455,0.10455,16492643,0
MSFT.US,D,19861112,000000,0.10455,0.11252,0.10455,0.10455,47361436,0
MSFT.US,D,19861113,000000,0.10455,0.10455,0.10455,0.10455,41890515,0
MSFT.US,D,19861114,000000,0.10455,0.10455,0.10455,0.10455,25956942,0
MSFT.US,D,19861117,000000,0.10455,0.10455,0.10455,0.10455,33704091,0
MSFT.US,D,19861118,000000,0.10455,0.10455,0.10455,0.10455,82742747,0
MSFT.US,D,19861119,000000,0.10455,0.10455,0.10455,0.10455,67567920,0
MSFT.US,D,19861120,000000,0.10455,0.11252,0.10455,0.11252,136134188,0
MSFT.US,D,19861121,000000,0.11252,0.12044,0.11252,0.12044,126270548,0
MSFT.US,D,19861124,000000,0.12044,0.12857,0.11252,0.12857,241040169,0
MSFT.US,D,19861125,000000,0.12857,0.12857,0.12857,0.12857,132819682,0
MSFT.US,D,19861126,000000,0.12857,0.12857,0.12857,0.12857,53790777,0
MSFT.US,D,19861128,000000,0.12857,0.12857,0.12044,0.12044,57304946,0
MSFT.US,D,19861201,000000,0.12044,0.12857,0.12044,0.12044,55867332,0
MSFT.US,D,19861202,000000,0.12044,0.12857,0.12044,0.12044,39893826,0
MSFT.US,D,19861203,000000,0.12044,0.12044,0.12044,0.12044,48759115,0
MSFT.US,D,19861204,000000,0.12044,0.12044,0.12044,0.12044,58942228,0
MSFT.US,D,19861205,000000,0.12044,0.12044,0.12044,0.12044,149072725,0
MSFT.US,D,19861208,000000,0.12044,0.12044,0.12044,0.12044,31427868,0
MSFT.US,D,19861209,000000,0.12044,0.12044,0.12044,0.12044,22322970,0
MSFT.US,D,19861210,000000,0.12044,0.12044,0.12044,0.12044,38256541,0
MSFT.US,D,19861211,000000,0.12044,0.12044,0.12044,0.12044,16133238,0
MSFT.US,D,19861212,000000,0.12044,0.12044,0.12044,0.12044,35061837,0
MSFT.US,D,19861215,000000,0.12044,0.12044,0.11252,0.11252,70403216,0
MSFT.US,D,19861216,000000,0.11252,0.12044,0.11252,0.11252,107182206,0
MSFT.US,D,19861217,000000,0.11252,0.12044,0.11252,0.12044,32386279,0
MSFT.US,D,19861218,000000,0.12044,0.12044,0.12044,0.12044,17570853,0
MSFT.US,D,19861219,000000,0.12044,0.12044,0.12044,0.12044,78469832,0
MSFT.US,D,19861222,000000,0.12044,0.12044,0.12044,0.12044,25397873,0
MSFT.US,D,19861223,000000,0.12044,0.12044,0.12044,0.12044,32985288,0
MSFT.US,D,19861224,000000,0.12044,0.12044,0.12044,0.12044,9743836,0
MSFT.US,D,19861226,000000,0.12044,0.12044,0.12044,0.12044,5151457,0
MSFT.US,D,19861229,000000,0.12044,0.12044,0.12044,0.12044,57824084,0
MSFT.US,D,19861230,000000,0.12044,0.12044,0.12044,0.12044,35221576,0
MSFT.US,D,19861231,000000,0.12044,0.12044,0.12044,0.12044,32386279,0
MSFT.US,D,19870102,000000,0.12044,0.12044,0.12044,0.12044,17530923,0
MSFT.US,D,19870105,000000,0.12044,0.12857,0.12044,0.12857,67248446,0
MSFT.US,D,19870106,000000,0.12857,0.12857,0.12857,0.12857,55507926,0
MSFT.US,D,19870107,000000,0.12857,0.13662,0.12857,0.13662,84579701,0
MSFT.US,D,19870108,000000,0.13662,0.14473,0.13662,0.13662,85258577,0
MSFT.US,D,19870109,000000,0.13662,0.14473,0.13662,0.14473,88333475,0
MSFT.US,D,19870112,000000,0.14473,0.1527,0.14473,0.1527,178583771,0
MSFT.US,D,19870113,000000,0.1527,0.1527,0.14473,0.1527,105824457,0
MSFT.US,D,19870114,000000,0.1527,0.1527,0.14473,0.1527,96320224,0
MSFT.US,D,19870115,000000,0.1527,0.16066,0.1527,0.16066,162250857,0
MSFT.US,D,19870116,000000,0.16066,0.16066,0.1527,0.1527,90729505,0
MSFT.US,D,19870119,000000,0.1527,0.16066,0.1527,0.16066,122357035,0
MSFT.US,D,19870120,000000,0.16066,0.169,0.16066,0.16066,132779743,0
MSFT.US,D,19870121,000000,0.16066,0.17694,0.16066,0.169,150430474,0
MSFT.US,D,19870122,000000,0.169,0.18483,0.16066,0.18483,160893112,0
MSFT.US,D,19870123,000000,0.18483,0.19286,0.169,0.169,440788815,0
MSFT.US,D,19870126,000000,0.169,0.17694,0.16066,0.169,161611926,0
MSFT.US,D,19870127,000000,0.169,0.18483,0.169,0.17694,158217552,0
MSFT.US,D,19870128,000000,0.17694,0.18483,0.17694,0.17694,106383530,0
MSFT.US,D,19870129,000000,0.17694,0.18483,0.169,0.169,109857776,0
MSFT.US,D,19870130,000000,0.169,0.18483,0.169,0.18483,144440411,0
MSFT.US,D,19870202,000000,0.18483,0.18483,0.18483,0.18483,65052096,0
MSFT.US,D,19870203,000000,0.18483,0.18483,0.17694,0.17694,82263543,0
MSFT.US,D,19870204,000000,0.17694,0.18483,0.17694,0.17694,44007002,0
MSFT.US,D,19870205,000000,0.17694,0.18483,0.17694,0.17694,59141895,0
MSFT.US,D,19870206,000000,0.17694,0.17694,0.169,0.169,63255073,0
MSFT.US,D,19870209,000000,0.169,0.169,0.169,0.169,188687013,0
MSFT.US,D,19870210,000000,0.169,0.169,0.169,0.169,61937259,0
MSFT.US,D,19870211,000000,0.169,0.17694,0.169,0.17694,83621292,0
MSFT.US,D,19870212,000000,0.17694,0.19286,0.17694,0.19286,257532820,0
MSFT.US,D,19870213,000000,0.19286,0.19286,0.18483,0.19286,113371940,0
MSFT.US,D,19870217,000000,0.19286,0.19286,0.18483,0.19286,98077305,0
MSFT.US,D,19870218,000000,0.19286,0.19286,0.17694,0.17694,178304237,0
MSFT.US,D,19870219,000000,0.17694,0.17694,0.169,0.169,440589161,0
MSFT.US,D,19870220,000000,0.169,0.169,0.169,0.169,121877835,0
MSFT.US,D,19870223,000000,0.169,0.18483,0.169,0.18483,174590404,0
MSFT.US,D,19870224,000000,0.18483,0.19286,0.18483,0.19286,167522117,0
MSFT.US,D,19870225,000000,0.19286,0.19286,0.18483,0.18483,90130492,0
MSFT.US,D,19870226,000000,0.18483,0.20092,0.18483,0.19286,201346014,0
MSFT.US,D,19870227,000000,0.19286,0.19286,0.19286,0.19286,52073621,0
MSFT.US,D,19870302,000000,0.19286,0.19286,0.18483,0.18483,110257112,0
MSFT.US,D,19870303,000000,0.18483,0.18483,0.18483,0.18483,112453463,0
MSFT.US,D,19870304,000000,0.18483,0.20092,0.18483,0.20092,136134188,0
MSFT.US,D,19870305,000000,0.20092,0.21702,0.20092,0.20908,177745153,0
MSFT.US,D,19870306,000000,0.20908,0.20908,0.20092,0.20908,88133803,0
MSFT.US,D,19870309,000000,0.20908,0.20908,0.20092,0.20092,53071960,0
MSFT.US,D,19870310,000000,0.20092,0.21702,0.20092,0.20908,102749563,0
MSFT.US,D,19870311,000000,0.21702,0.21702,0.20908,0.21702,60819115,0
MSFT.US,D,19870312,000000,0.21702,0.21702,0.20908,0.21702,98915916,0
MSFT.US,D,19870313,000000,0.21702,0.21702,0.20092,0.20908,145758217,0
MSFT.US,D,19870316,000000,0.20908,0.20908,0.20092,0.20908,122676510,0
MSFT.US,D,19870317,000000,0.20908,0.21702,0.20908,0.20908,75634541,0
MSFT.US,D,19870318,000000,0.21702,0.22509,0.21702,0.22509,165485493,0
MSFT.US,D,19870319,000000,0.22509,0.22509,0.21702,0.22509,87095533,0
MSFT.US,D,19870320,000000,0.22509,0.22509,0.22509,0.22509,53032027,0
MSFT.US,D,19870323,000000,0.22509,0.23313,0.22509,0.22509,93564794,0
MSFT.US,D,19870324,000000,0.21702,0.22509,0.21702,0.22509,96519899,0
MSFT.US,D,19870325,000000,0.22509,0.22509,0.22509,0.22509,46922164,0
MSFT.US,D,19870326,000000,0.22509,0.22509,0.22509,0.22509,46283234,0
MSFT.US,D,19870327,000000,0.22509,0.23313,0.22509,0.23313,167601979,0
MSFT.US,D,19870330,000000,0.23313,0.24118,0.22509,0.24118,258091885,0
MSFT.US,D,19870331,000000,0.24118,0.24926,0.24118,0.24118,173791713,0
MSFT.US,D,19870401,000000,0.24118,0.24926,0.22509,0.22509,359723314,0
MSFT.US,D,19870402,000000,0.23313,0.24118,0.23313,0.24118,221792088,0
MSFT.US,D,19870403,000000,0.24118,0.24926,0.24118,0.24926,215762093,0
MSFT.US,D,19870406,000000,0.24926,0.24926,0.24118,0.24926,137212393,0
MSFT.US,D,19870407,000000,0.24926,0.24926,0.23313,0.23313,102230419,0
MSFT.US,D,19870408,000000,0.23313,0.24118,0.23313,0.24118,147275698,0
MSFT.US,D,19870409,000000,0.24118,0.24118,0.23313,0.24118,99235389,0
MSFT.US,D,19870410,000000,0.24118,0.24118,0.24118,0.24118,60140241,0
MSFT.US,D,19870413,000000,0.24118,0.24118,0.23313,0.23313,69684412,0
MSFT.US,D,19870414,000000,0.23313,0.24118,0.22509,0.23313,121159030,0
MSFT.US,D,19870415,000000,0.24118,0.24118,0.24118,0.24118,133059286,0
MSFT.US,D,19870416,000000,0.24118,0.24926,0.24118,0.24926,260807385,0
MSFT.US,D,19870420,000000,0.24926,0.24926,0.24118,0.24118,139089277,0
MSFT.US,D,19870421,000000,0.24118,0.24926,0.23313,0.24118,156939670,0
MSFT.US,D,19870422,000000,0.24118,0.24926,0.24118,0.24926,103548239,0
MSFT.US,D,19870423,000000,0.24926,0.24926,0.24118,0.24926,67008845,0
MSFT.US,D,19870424,000000,0.24926,0.24926,0.24118,0.24926,75115404,0
MSFT.US,D,19870427,000000,0.24926,0.24926,0.24118,0.24926,73637850,0
MSFT.US,D,19870428,000000,0.24926,0.26526,0.24926,0.26526,154024511,0
MSFT.US,D,19870429,000000,0.26526,0.27322,0.25721,0.25721,118084129,0
MSFT.US,D,19870430,000000,0.25721,0.26526,0.25721,0.25721,122077505,0
MSFT.US,D,19870501,000000,0.25721,0.26526,0.25721,0.26526,52472958,0
MSFT.US,D,19870504,000000,0.26526,0.27322,0.26526,0.26526,47880577,0
MSFT.US,D,19870505,000000,0.26526,0.28939,0.26526,0.28939,153904706,0
MSFT.US,D,19870506,000000,0.28939,0.28939,0.28143,0.28143,212846941,0
MSFT.US,D,19870507,000000,0.28143,0.29746,0.28143,0.29746,401693697,0
MSFT.US,D,19870508,000000,0.29746,0.32158,0.29746,0.31339,208054884,0
MSFT.US,D,19870511,000000,0.31339,0.31339,0.30541,0.30541,176627003,0
MSFT.US,D,19870512,000000,0.30541,0.31339,0.28939,0.29746,205858518,0
MSFT.US,D,19870513,000000,0.29746,0.30541,0.29746,0.30541,101751216,0
MSFT.US,D,19870514,000000,0.30541,0.31339,0.30541,0.30541,83142088,0
MSFT.US,D,19870515,000000,0.30541,0.30541,0.29746,0.29746,116926049,0
MSFT.US,D,19870518,000000,0.29746,0.29746,0.28143,0.28939,239323026,0
MSFT.US,D,19870519,000000,0.28939,0.28939,0.28143,0.28143,108619829,0
MSFT.US,D,19870520,000000,0.28143,0.28143,0.26526,0.27322,316634774,0
MSFT.US,D,19870521,000000,0.27322,0.28143,0.27322,0.28143,129385378,0
MSFT.US,D,19870522,000000,0.28143,0.28143,0.27322,0.27322,89611358,0
MSFT.US,D,19870526,000000,0.27322,0.27322,0.27322,0.27322,65012158,0
MSFT.US,D,19870527,000000,0.27322,0.28143,0.27322,0.27322,67607856,0
MSFT.US,D,19870528,000000,0.27322,0.28939,0.27322,0.28939,150670079,0
MSFT.US,D,19870529,000000,0.28939,0.29746,0.28939,0.28939,111455117,0
MSFT.US,D,19870601,000000,0.28939,0.28939,0.28143,0.28143,42050246,0
MSFT.US,D,19870602,000000,0.28143,0.28939,0.28143,0.28143,71481432,0
MSFT.US,D,19870603,000000,0.28143,0.28939,0.28143,0.28143,29990254,0
MSFT.US,D,19870604,000000,0.28143,0.28143,0.28143,0.28143,28273104,0
MSFT.US,D,19870605,000000,0.28143,0.28143,0.26526,0.27322,82183674,0
MSFT.US,D,19870608,000000,0.27322,0.27322,0.26526,0.27322,154703385,0
MSFT.US,D,19870609,000000,0.27322,0.27322,0.27322,0.27322,35820585,0
MSFT.US,D,19870610,000000,0.27322,0.27322,0.25721,0.25721,244394611,0
MSFT.US,D,19870611,000000,0.26526,0.26526,0.24118,0.24118,372581955,0
MSFT.US,D,19870612,000000,0.24118,0.25721,0.24118,0.24926,271988825,0
MSFT.US,D,19870615,000000,0.24926,0.24926,0.24118,0.24926,173631994,0
MSFT.US,D,19870616,000000,0.24926,0.25721,0.24926,0.24926,101950887,0
MSFT.US,D,19870617,000000,0.24926,0.25721,0.24926,0.25721,98556511,0
MSFT.US,D,19870618,000000,0.25721,0.26526,0.25721,0.26526,77910762,0
MSFT.US,D,19870619,000000,0.26526,0.26526,0.25721,0.26526,56586133,0
MSFT.US,D,19870622,000000,0.26526,0.26526,0.25721,0.25721,121238889,0
MSFT.US,D,19870623,000000,0.25721,0.25721,0.24926,0.25721,139728227,0
MSFT.US,D,19870624,000000,0.25721,0.26526,0.25721,0.26526,114649821,0
MSFT.US,D,19870625,000000,0.26526,0.26526,0.25721,0.26526,61058719,0
MSFT.US,D,19870626,000000,0.26526,0.26526,0.25721,0.26526,30429524,0
MSFT.US,D,19870629,000000,0.26526,0.26526,0.25721,0.25721,35541047,0
MSFT.US,D,19870630,000000,0.26526,0.26526,0.25721,0.25721,53151831,0
MSFT.US,D,19870701,000000,0.25721,0.25721,0.25721,0.25721,30429524,0
