<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,19841031,000000,0.38587,0.38955,0.38338,0.38338,17394543,0
AAPL.US,D,19841101,000000,0.38587,0.38955,0.38587,0.38587,13584426,0
AAPL.US,D,19841102,000000,0.38587,0.38706,0.3809,0.38338,7995407,0
AAPL.US,D,19841105,000000,0.38338,0.39201,0.3809,0.3809,30429126,0
AAPL.US,D,19841106,000000,0.40439,0.40689,0.40439,0.40439,65069422,0
AAPL.US,D,19841107,000000,0.40439,0.40689,0.39702,0.39702,66867736,0
AAPL.US,D,19841108,000000,0.39702,0.39702,0.3809,0.3809,25448163,0
AAPL.US,D,19841109,000000,0.3809,0.38338,0.35495,0.35865,84941507,0
AAPL.US,D,19841112,000000,0.37102,0.37347,0.37102,0.37102,32706130,0
AAPL.US,D,19841113,000000,0.37102,0.37969,0.36236,0.36236,36580935,0
AAPL.US,D,19841114,000000,0.36608,0.36976,0.36608,0.36608,30131545,0
AAPL.US,D,19841115,000000,0.36608,0.36976,0.36608,0.36608,30784897,0
AAPL.US,D,19841116,000000,0.36608,0.37102,0.35619,0.35865,47868951,0
AAPL.US,D,19841119,000000,0.35865,0.36111,0.33764,0.33764,67281732,0
AAPL.US,D,19841120,000000,0.34874,0.34998,0.34874,0.34874,76021050,0
AAPL.US,D,19841121,000000,0.35619,0.35865,0.35619,0.35619,51614359,0
AAPL.US,D,19841123,000000,0.36111,0.37102,0.36111,0.36608,39588898,0
AAPL.US,D,19841126,000000,0.36976,0.36976,0.36976,0.36976,29064219,0
AAPL.US,D,19841127,000000,0.37969,0.38338,0.37969,0.37969,36794395,0
AAPL.US,D,19841128,000000,0.39948,0.40934,0.39948,0.39948,118553271,0
AAPL.US,D,19841129,000000,0.39948,0.39948,0.39201,0.39201,50501745,0
AAPL.US,D,19841130,000000,0.39201,0.39452,0.37969,0.3809,31392977,0
AAPL.US,D,19841203,000000,0.3809,0.38338,0.37597,0.37597,28300895,0
AAPL.US,D,19841204,000000,0.38338,0.39201,0.38338,0.38338,34763201,0
AAPL.US,D,19841205,000000,0.40191,0.40191,0.40191,0.40191,75924031,0
AAPL.US,D,19841206,000000,0.42172,0.42422,0.42172,0.42172,91623756,0
AAPL.US,D,19841207,000000,0.42172,0.4378,0.41802,0.42046,142811158,0
AAPL.US,D,19841210,000000,0.42046,0.42046,0.41185,0.41185,32195094,0
AAPL.US,D,19841211,000000,0.41185,0.41802,0.40689,0.40689,35746452,0
AAPL.US,D,19841212,000000,0.40689,0.40689,0.39328,0.39328,31787574,0
AAPL.US,D,19841213,000000,0.39702,0.40439,0.39702,0.39702,19302821,0
AAPL.US,D,19841214,000000,0.39702,0.41058,0.39702,0.40689,27763991,0
AAPL.US,D,19841217,000000,0.41677,0.42046,0.41677,0.41677,36166934,0
AAPL.US,D,19841218,000000,0.4415,0.44272,0.4415,0.4415,98351263,0
AAPL.US,D,19841219,000000,0.4415,0.44272,0.42422,0.42422,91688438,0
